lighthouse_target_id,source_document_id,crawl_run_id,university_id,sample_course_id,journey_id,page_role,source_kind,default_strategy,default_device_category,scope_status,selection_rule,js_dependency_level_preaudit,tested_url,final_url,notes,collection_crawl_run_id,started_at,ended_at,status,audited_url,url_source_column,strategy_used,target_dir,work_dir,filesystem_dir,collect_exit_code,upload_exit_code,error_message,representative_json_path,representative_html_path,representative_requested_url,representative_final_url,fetch_time,lighthouse_version,runtime_error_code,runtime_error_message,category_performance,category_accessibility,category_best_practices,category_seo,metric_fcp_ms,metric_lcp_ms,metric_speed_index_ms,metric_tbt_ms,metric_cls,metric_inp_ms,report_count
LH_HOME_UNI18,SD0074,CR012,UNI18,,,university_homepage,master_reference,mobile,mobile,canonical_default,latest_nonpilot_homepage,,https://www.unina.it/,https://www.unina.it/it/,tranche7; fetched with browser user-agent and HTTP/1.1 after default curl returned 403; final URL redirects from root to /it/,CR034,2026-04-23T14:19:26Z,2026-04-23T14:20:35Z,ok,https://www.unina.it/it/,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18/lhci_filesystem/www_unina_it-it_-2026_04_23_14_19_36.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18/lhci_filesystem/www_unina_it-it_-2026_04_23_14_19_36.report.html,https://www.unina.it/it/,https://www.unina.it/it/,2026-04-23T14:19:36.463Z,12.6.1,,,0.68,0.78,0.93,0.92,4271.239,5349.5205000000005,4271.239,158.99999999999955,0,,3
LH_HOME_UNI19,SD0078,CR012,UNI19,,,university_homepage,master_reference,mobile,mobile,canonical_default,latest_nonpilot_homepage,,https://www.unibg.it/,https://www.unibg.it/,tranche7; homepage snapshot,CR034,2026-04-23T14:20:35Z,2026-04-23T14:21:35Z,ok,https://www.unibg.it/,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19/lhci_filesystem/www_unibg_it--2026_04_23_14_21_02.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19/lhci_filesystem/www_unibg_it--2026_04_23_14_21_02.report.html,https://www.unibg.it/,https://www.unibg.it/,2026-04-23T14:21:02.820Z,12.6.1,,,0.69,0.86,0.89,1,3978.463999999999,5425.139999999999,4887.059360252653,67.5,0,,3
LH_HOME_UNI20,SD0082,CR012,UNI20,,,university_homepage,master_reference,mobile,mobile,canonical_default,latest_nonpilot_homepage,,https://www.unitn.it/,https://www.unitn.it/it,tranche7; final URL redirects from root to /it,CR034,2026-04-23T14:21:35Z,2026-04-23T14:22:42Z,ok,https://www.unitn.it/it,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20/lhci_filesystem/www_unitn_it-it-2026_04_23_14_22_24.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20/lhci_filesystem/www_unitn_it-it-2026_04_23_14_22_24.report.html,https://www.unitn.it/it,https://www.unitn.it/it,2026-04-23T14:22:24.604Z,12.6.1,,,0.59,0.96,1,0.92,1672.5645000000002,11750.084499999997,4360.205598213832,504.4999999999991,0,,3
LH_COURSE_C001,SD0003,CR001,UNI01,C001,J001,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://corsi.unibo.it/laurea/ScienzeComunicazione,https://corsi.unibo.it/laurea/ScienzeComunicazione,tranche1; official course portal,CR034,2026-04-23T14:22:42Z,2026-04-23T14:23:35Z,ok,https://corsi.unibo.it/laurea/ScienzeComunicazione,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001/lhci_filesystem/corsi_unibo_it-laurea_ScienzeComunicazione-2026_04_23_14_23_07.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001/lhci_filesystem/corsi_unibo_it-laurea_ScienzeComunicazione-2026_04_23_14_23_07.report.html,https://corsi.unibo.it/laurea/ScienzeComunicazione,https://corsi.unibo.it/laurea/ScienzeComunicazione,2026-04-23T14:23:07.782Z,12.6.1,,,0.36,0.97,1,1,24804.77852801513,27623.15199999999,24804.77852801513,0,0.422278,,3
LH_COURSE_C002,SD0004,CR001,UNI01,C002,J002,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,medium,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,tranche1; official ateneo course card,CR034,2026-04-23T14:23:35Z,2026-04-23T14:24:43Z,ok,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002/lhci_filesystem/www_unibo_it-it_studiare_lauree_magistrali_corso_2025_6824-2026_04_23_14_24_12.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002/lhci_filesystem/www_unibo_it-it_studiare_lauree_magistrali_corso_2025_6824-2026_04_23_14_24_12.report.html,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,2026-04-23T14:24:12.969Z,12.6.1,,,0.48,1,1,0.92,18653.452000000005,20308.572000000004,18653.452000000005,334,0,,3
LH_COURSE_C003,SD0089,CR015,UNI02,C003,J003,course_page,normalization_check,mobile,mobile,canonical_default,latest_nonpilot_course_page,medium,https://www.unipd.it/corsi-di-laurea/comunicazione,https://www.unipd.it/corsi-di-laurea/comunicazione,CR015; new canonical URL for C003/J003 post Unipd platform migration; L-20 confirmed in static HTML; replaces dead SD0007 (/offerta-didattica/... -> 308 -> homepage),CR034,2026-04-23T14:24:43Z,2026-04-23T14:27:17Z,ok,https://www.unipd.it/corsi-di-laurea/comunicazione,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003/lhci_filesystem/www_unipd_it-corsi_di_laurea_comunicazione-2026_04_23_14_26_20.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003/lhci_filesystem/www_unipd_it-corsi_di_laurea_comunicazione-2026_04_23_14_26_20.report.html,https://www.unipd.it/corsi-di-laurea/comunicazione,https://www.unipd.it/corsi-di-laurea/comunicazione,2026-04-23T14:26:20.198Z,12.6.1,,,0.32,0.96,0.71,0.66,3326.0233000000007,24607.21669999999,9385.12715817636,2033.4999999999964,0,,3
LH_COURSE_C004,SD0090,CR017,UNI02,C004,J004,course_page,normalization_check,mobile,mobile,canonical_default,latest_nonpilot_course_page,medium,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,CR017; canonical C004/J004 URL resolved on the current Next.js platform; replaces dead pre-migration /offerta-didattica seed,CR034,2026-04-23T14:27:17Z,2026-04-23T14:29:54Z,ok,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004/lhci_filesystem/www_unipd_it-corsi_di_laurea_strategie_di_comunicazione-2026_04_23_14_28_52.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004/lhci_filesystem/www_unipd_it-corsi_di_laurea_strategie_di_comunicazione-2026_04_23_14_28_52.report.html,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,2026-04-23T14:28:52.169Z,12.6.1,,,0.36,0.96,0.71,0.66,3315.306,24729.667999999998,9589.70639504804,1252.4164999999998,0,,3
LH_COURSE_C005,SD0011,CR002,UNI03,C005,J005,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l/,tranche2; official ateneo course page,CR034,2026-04-23T14:29:54Z,2026-04-23T14:31:06Z,ok,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l/,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_triennali_ciclo_unico_discipline_dello_spettacolo_e_della_comunicazione_dscr_l_-2026_04_23_14_30_24.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_triennali_ciclo_unico_discipline_dello_spettacolo_e_della_comunicazione_dscr_l_-2026_04_23_14_30_24.report.html,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l/,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l/,2026-04-23T14:30:24.181Z,12.6.1,,,0.69,0.91,1,0.85,4380.075000000001,4530.075000000001,6116.072901801215,20,0.083141,,3
LH_COURSE_C006,SD0012,CR002,UNI03,C006,J006,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/comunicazione-media-tecnologie-wcm-lm,https://www.unipi.it/didattica/corsi/lauree-magistrali/comunicazione-media-tecnologie-wcm-lm/,tranche2; final URL normalized from master seed to the lauree-magistrali path,CR034,2026-04-23T14:31:06Z,2026-04-23T14:32:53Z,ok,https://www.unipi.it/didattica/corsi/lauree-magistrali/comunicazione-media-tecnologie-wcm-lm/,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_magistrali_comunicazione_media_tecnologie_wcm_lm_-2026_04_23_14_31_16.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_magistrali_comunicazione_media_tecnologie_wcm_lm_-2026_04_23_14_31_16.report.html,https://www.unipi.it/didattica/corsi/lauree-magistrali/comunicazione-media-tecnologie-wcm-lm/,https://www.unipi.it/didattica/corsi/lauree-magistrali/comunicazione-media-tecnologie-wcm-lm/,2026-04-23T14:31:16.241Z,12.6.1,,,0.68,0.9,1,0.85,4115.814999999998,4732.9929999999995,7397.21416400349,0,0.022757999999999997,,3
LH_COURSE_C007,SD0015,CR002,UNI04,C007,J007,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unifi.it/it/node/6520,https://www.unifi.it/it/node/6520,tranche2; collected before hub normalization; parent relinked to normalized programmes hub SD0021 in CR003,CR034,2026-04-23T14:32:53Z,2026-04-23T14:33:46Z,ok,https://www.unifi.it/it/node/6520,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007/lhci_filesystem/www_unifi_it-it_node_6520-2026_04_23_14_33_33.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007/lhci_filesystem/www_unifi_it-it_node_6520-2026_04_23_14_33_33.report.html,https://www.unifi.it/it/node/6520,https://www.unifi.it/it/node/6520,2026-04-23T14:33:33.940Z,12.6.1,,,0.75,1,1,0.92,1363.2269999999999,4347.227,2753.574635088532,408,0.006221,,3
LH_COURSE_C008,SD0016,CR002,UNI04,C008,J008,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,tranche2; collected before hub normalization; parent relinked to normalized programmes hub SD0021 in CR003,CR034,2026-04-23T14:33:46Z,2026-04-23T14:34:38Z,ok,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008/lhci_filesystem/www_unifi_it-it_studia_con_noi_corsi_di_laurea_corsi_di_laurea_magistrali_pratiche_linguaggi_e_culture_della-2026_04_23_14_34_26.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008/lhci_filesystem/www_unifi_it-it_studia_con_noi_corsi_di_laurea_corsi_di_laurea_magistrali_pratiche_linguaggi_e_culture_della-2026_04_23_14_34_26.report.html,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,2026-04-23T14:34:26.377Z,12.6.1,,,0.69,1,1,0.92,1367.377,4876.377,2863.2823982797104,478.00000000000045,0,,3
LH_COURSE_C009,SD0019,CR002,UNI05,C009,J009,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://scienze-comunicazione.unisi.it/it,https://scienze-comunicazione.unisi.it/it,tranche2; dedicated course site surfaced from definitive master,CR034,2026-04-23T14:34:38Z,2026-04-23T14:35:35Z,ok,https://scienze-comunicazione.unisi.it/it,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009/lhci_filesystem/scienze_comunicazione_unisi_it-it-2026_04_23_14_35_06.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009/lhci_filesystem/scienze_comunicazione_unisi_it-it-2026_04_23_14_35_06.report.html,https://scienze-comunicazione.unisi.it/it,https://scienze-comunicazione.unisi.it/it,2026-04-23T14:35:06.243Z,12.6.1,,,0.57,0.93,0.96,0.92,8205.1725,14322.1055,8205.1725,37,0.013544,,3
LH_COURSE_C010,SD0091,CR019,UNI05,C010,J010,course_page,normalization_check,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unisi.it/ugov/degree/82714,https://www.unisi.it/ugov/degree/82714,CR019; current official C010/J010 U-GOV sheet surfaced by Didattica > Corsi di studio 2025-2026; replaces historical D003 /ugov/degree/22463 as master target while older sheet remains in provenance,CR034,2026-04-23T14:35:35Z,2026-04-23T14:36:27Z,ok,https://www.unisi.it/ugov/degree/82714,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010/lhci_filesystem/www_unisi_it-ugov_degree_82714-2026_04_23_14_35_45.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010/lhci_filesystem/www_unisi_it-ugov_degree_82714-2026_04_23_14_35_45.report.html,https://www.unisi.it/ugov/degree/82714,https://www.unisi.it/ugov/degree/82714,2026-04-23T14:35:45.815Z,12.6.1,,,0.54,0.91,1,0.83,1242.5129999999997,4966.040999999999,5378.484452132307,18,0.6856840000000002,,3
LH_COURSE_C011,SD0024,CR004,UNI06,C011,J011,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,tranche3; official ateneo course card,CR034,2026-04-23T14:36:27Z,2026-04-23T14:37:22Z,ok,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_scienze_della_comunicazione-2026_04_23_14_36_37.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_scienze_della_comunicazione-2026_04_23_14_36_37.report.html,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,2026-04-23T14:36:37.490Z,12.6.1,,,0.8,0.93,0.96,0.92,2751.393,3901.128,4821.912739968186,90,0,,3
LH_COURSE_C012,SD0025,CR004,UNI06,C012,J012,course_page,course_seed,mobile,mobile,canonical_default,latest_nonpilot_course_page,low,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,tranche3; official ateneo course card,CR034,2026-04-23T14:37:22Z,2026-04-23T14:38:16Z,ok,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,final_url,mobile,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012/workdir,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012/lhci_filesystem,0,0,,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_comunicazione_e_culture_dei_media-2026_04_23_14_38_03.report.json,/Users/gaialorenzoni/progetti/uni-sites-audit/university-websites-usability-audit/artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_comunicazione_e_culture_dei_media-2026_04_23_14_38_03.report.html,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,2026-04-23T14:38:03.366Z,12.6.1,,,0.82,0.93,0.96,0.92,2889.5819999999994,3922.8399999999997,3218.679583077439,89,0,,3
