source_fragment_id,source_document_id,fragment_type,fragment_order,text_excerpt,normalized_text,selector_hint,notes
SF0391,SD0104,paragraph,15,"L'adeguatezza della personale preparazione si ritiene automaticamente verificata nel caso il titolo di primo livello sia incluso fra quelli che consentono l'accesso diretto e sia stato conseguito con una votazione finale maggiore o uguale a 90/110. Nel caso in cui lo studente non abbia ancora conseguito la laurea (studente laureando), l’adeguata preparazione si ritiene verificata se la media pesata del voto in trentesimi di tutte le materie sostenute risulta non inferiore a 24/30. Nel caso in cui i requisiti di cui sopra non siano verificati, lo studente potrà essere ammesso a seguito di una valutazione positiva effettuata mediante colloquio. Tale colloquio, volto ad accertare il livello di personale preparazione, verrà svolto da un’apposita Commissione. Per quanto riguarda la lingua inglese , nel caso in cui la Laurea di primo livello non preveda il livello B2 come livello di uscita e il candidato non disponga di un formale attestato di conoscenza pari almeno a tale livello o equivalente, il candidato dovrà sottoporsi ad un test/colloquio, volto ad accertare il proprio livello. Si ricorda che la Laurea in Scienze della Comunicazione per i Media e le istituzioni e la Laurea in Scienze della Comunicazione per le Culture e le arti prevedono entrambe un livello di inglese in uscita equivalente al B2.","l'adeguatezza della personale preparazione si ritiene automaticamente verificata nel caso il titolo di primo livello sia incluso fra quelli che consentono l'accesso diretto e sia stato conseguito con una votazione finale maggiore o uguale a 90/110. nel caso in cui lo studente non abbia ancora conseguito la laurea (studente laureando), l’adeguata preparazione si ritiene verificata se la media pesata del voto in trentesimi di tutte le materie sostenute risulta non inferiore a 24/30. nel caso in cui i requisiti di cui sopra non siano verificati, lo studente potra essere ammesso a seguito di una valutazione positiva effettuata mediante colloquio. tale colloquio, volto ad accertare il livello di personale preparazione, verra svolto da un’apposita commissione. per quanto riguarda la lingua inglese , nel caso in cui la laurea di primo livello non preveda il livello b2 come livello di uscita e il candidato non disponga di un formale attestato di conoscenza pari almeno a tale livello o equivalente, il candidato dovra sottoporsi ad un test/colloquio, volto ad accertare il proprio livello. si ricorda che la laurea in scienze della comunicazione per i media e le istituzioni e la laurea in scienze della comunicazione per le culture e le arti prevedono entrambe un livello di inglese in uscita equivalente al b2.",,historical LM-92 pilot fragment
SF0392,SD0104,paragraph,16,"Per informazioni è possibile contattare la referrente amministrativa, dott.ssa Giovanna Cancascì.","per informazioni e possibile contattare la referrente amministrativa, dott.ssa giovanna cancasci.",,historical LM-92 pilot fragment
SF0393,SD0104,paragraph,17,La Commissione per l'ammissione ai Corsi di Laurea Magistrale in Comunicazione è composta da:,la commissione per l'ammissione ai corsi di laurea magistrale in comunicazione e composta da:,,historical LM-92 pilot fragment
SF0394,SD0104,paragraph,18,"La Commissione si riunirà presso il Dipartimento Culture e Società, viale delle Scienze ed. 15, stanza 303, terzo piano, nelle seguenti date:","la commissione si riunira presso il dipartimento culture e societa, viale delle scienze ed. 15, stanza 303, terzo piano, nelle seguenti date:",,historical LM-92 pilot fragment
SF0395,SD0104,paragraph,19,Accertamento del possesso del requisito linguistico (Inglese di livello B2),accertamento del possesso del requisito linguistico (inglese di livello b2),,historical LM-92 pilot fragment
SF0396,SD0104,paragraph,20,"Coloro che sono in possesso di una Laurea che NON prevede un livello di inglese B2 o che non hanno una certificazione di tal genere, potranno sostenere una prova per accertare le proprie competenze linguistiche sia on line, attraverso il Centro Linguistico di Ateneo, sia in presenza con la Commissione.","coloro che sono in possesso di una laurea che non prevede un livello di inglese b2 o che non hanno una certificazione di tal genere, potranno sostenere una prova per accertare le proprie competenze linguistiche sia on line, attraverso il centro linguistico di ateneo, sia in presenza con la commissione.",,historical LM-92 pilot fragment
SF0397,SD0105,title,1,"Corso di laurea magistrale in Comunicazione pubblicitaria, storytelling e cultura d'immagine (ComPSI)","corso di laurea magistrale in comunicazione pubblicitaria, storytelling e cultura d'immagine (compsi)",,historical LM-92 pilot fragment
SF0398,SD0105,heading,2,Accedi a,accedi a,,historical LM-92 pilot fragment
SF0399,SD0105,heading,3,Cerca,cerca,,historical LM-92 pilot fragment
SF0400,SD0105,heading,4,Briciole di pane,briciole di pane,,historical LM-92 pilot fragment
SF0401,SD0105,heading,5,Informazioni sul corso,informazioni sul corso,,historical LM-92 pilot fragment
SF0402,SD0105,heading,6,Requisiti curriculari,requisiti curriculari,,historical LM-92 pilot fragment
SF0403,SD0105,heading,7,Vuoi altre informazioni sui corsi?,vuoi altre informazioni sui corsi?,,historical LM-92 pilot fragment
SF0404,SD0105,heading,8,Avvisi,avvisi,,historical LM-92 pilot fragment
SF0405,SD0105,heading,9,Hai dubbi su che corso scegliere?,hai dubbi su che corso scegliere?,,historical LM-92 pilot fragment
SF0406,SD0105,heading,10,Vuoi condividere questo contenuto?,vuoi condividere questo contenuto?,,historical LM-92 pilot fragment
SF0407,SD0105,heading,11,Footer menu,footer menu,,historical LM-92 pilot fragment
SF0408,SD0105,heading,12,Trasparenza,trasparenza,,historical LM-92 pilot fragment
SF0409,SD0106,title,1,COMUNICAZIONE DIGITALE PER LA CULTURA - A.A. 2025/2026 - LAUREA MAGISTRALE,comunicazione digitale per la cultura - a.a. 2025/2026 - laurea magistrale,,historical LM-92 pilot fragment
SF0410,SD0106,heading,2,Sportello online,sportello online,,historical LM-92 pilot fragment
SF0411,SD0106,heading,3,Sportello in presenza,sportello in presenza,,historical LM-92 pilot fragment
SF0412,SD0106,heading,4,Starting point,starting point,,historical LM-92 pilot fragment
SF0413,SD0106,heading,5,Sportello Telefonico — da luglio a ottobre,sportello telefonico — da luglio a ottobre,,historical LM-92 pilot fragment
SF0414,SD0106,heading,6,Sportello Telefonico — da novembre a giugno,sportello telefonico — da novembre a giugno,,historical LM-92 pilot fragment
SF0415,SD0106,heading,7,Periodo di chiusura sportello,periodo di chiusura sportello,,historical LM-92 pilot fragment
SF0416,SD0106,heading,8,Privacy,privacy,,historical LM-92 pilot fragment
SF0417,SD0106,heading,9,Accesso ai servizi,accesso ai servizi,,historical LM-92 pilot fragment
SF0418,SD0106,heading,10,in Corsi di Studio:,in corsi di studio:,,historical LM-92 pilot fragment
SF0419,SD0106,heading,11,in Futuri studenti:,in futuri studenti:,,historical LM-92 pilot fragment
SF0420,SD0106,heading,12,Comunicazione Digitale per la Cultura,comunicazione digitale per la cultura,,historical LM-92 pilot fragment
SF0421,SD0107,title,1,"Culture, linguaggi e strategie per la comunicazione nell'era digitale","culture, linguaggi e strategie per la comunicazione nell'era digitale",,historical LM-92 pilot fragment
SF0422,SD0107,heading,2,Login,login,,historical LM-92 pilot fragment
SF0423,SD0107,heading,3,Login,login,,historical LM-92 pilot fragment
SF0424,SD0107,heading,4,Menu secondario,menu secondario,,historical LM-92 pilot fragment
SF0425,SD0107,heading,5,"Culture, linguaggi e strategie per la comunicazione nell’era digitale","culture, linguaggi e strategie per la comunicazione nell’era digitale",,historical LM-92 pilot fragment
SF0426,SD0107,heading,6,Conoscenze richieste per l’accesso,conoscenze richieste per l’accesso,,historical LM-92 pilot fragment
SF0427,SD0107,heading,7,Sbocchi professionali,sbocchi professionali,,historical LM-92 pilot fragment
SF0428,SD0107,heading,8,"Corso di Laurea Magistrale in Culture, linguaggi e strategie per la comunicazione nell'era digitale","corso di laurea magistrale in culture, linguaggi e strategie per la comunicazione nell'era digitale",,historical LM-92 pilot fragment
SF0429,SD0107,heading,9,Documenti di supporto all’attivazione del CdLM,documenti di supporto all’attivazione del cdlm,,historical LM-92 pilot fragment
SF0430,SD0107,heading,10,Tutor tecnico e di Corso di Studi,tutor tecnico e di corso di studi,,historical LM-92 pilot fragment
SF0431,SD0107,paragraph,11,"Se sei uno studente clicca sul pulsante ""STUDENTE"" altrimenti clicca sul pulsante ""ALTRO""","se sei uno studente clicca sul pulsante ""studente"" altrimenti clicca sul pulsante ""altro""",,historical LM-92 pilot fragment
SF0432,SD0107,paragraph,12,"Corso Vittorio Emanuele II, 39 - Roma 0687940271","corso vittorio emanuele ii, 39 - roma 0687940271",,historical LM-92 pilot fragment
SF0433,SD0107,paragraph,13,"Se sei uno studente clicca sul pulsante ""STUDENTE"" altrimenti clicca sul pulsante ""ALTRO""","se sei uno studente clicca sul pulsante ""studente"" altrimenti clicca sul pulsante ""altro""",,historical LM-92 pilot fragment
SF0434,SD0107,paragraph,14,"Il corso di laurea magistrale in Culture, linguaggi e strategie per la comunicazione nell'era digitale offre un approccio interdisciplinare alla comunicazione, combinando elementi di teoria sociale, linguistica e dei media, insieme al marketing digitale, per formare professionisti altamente qualificati. L'obiettivo principale del corso è sviluppare competenze avanzate per la gestione della comunicazione in contesti pubblici e privati, integrando aspetti strategici, sociali, linguistico-semiotici e tecnologici. L'impianto generale attinge dunque a discipline dell'area umanistica e dell'area sociologica e massmediologica, estendendo il progetto formativo in un’ottica interdisciplinare e di integrazione reciproca del sapere.","il corso di laurea magistrale in culture, linguaggi e strategie per la comunicazione nell'era digitale offre un approccio interdisciplinare alla comunicazione, combinando elementi di teoria sociale, linguistica e dei media, insieme al marketing digitale, per formare professionisti altamente qualificati. l'obiettivo principale del corso e sviluppare competenze avanzate per la gestione della comunicazione in contesti pubblici e privati, integrando aspetti strategici, sociali, linguistico-semiotici e tecnologici. l'impianto generale attinge dunque a discipline dell'area umanistica e dell'area sociologica e massmediologica, estendendo il progetto formativo in un’ottica interdisciplinare e di integrazione reciproca del sapere.",,historical LM-92 pilot fragment
SF0435,SD0107,paragraph,15,"Il percorso formativo è dunque volto a creare una commistione tra settori disciplinari che sono coinvolti nel costante cambiamento dei processi sociali e comunicativi nell’attuale contesto contemporaneo sempre più caratterizzato dalla svolta digitale. Per questo motivo, il CdS si concentra sull'analisi dei fenomeni legati alla comunicazione di aziende, brand, istituzioni e organizzazioni, ma permette altresì agli studenti di acquisire competenze per comprendere e utilizzare le interdipendenze tra le principali istituzioni dei processi di modernizzazione, con particolare attenzione alle nuove sfide digitali, alla customer e user experience , e una conoscenza approfondita dei linguaggi e dei sistemi semiotici che sono più rilevanti per il mondo della comunicazione digitale contemporanea e per l'attuale industria culturale.","il percorso formativo e dunque volto a creare una commistione tra settori disciplinari che sono coinvolti nel costante cambiamento dei processi sociali e comunicativi nell’attuale contesto contemporaneo sempre piu caratterizzato dalla svolta digitale. per questo motivo, il cds si concentra sull'analisi dei fenomeni legati alla comunicazione di aziende, brand, istituzioni e organizzazioni, ma permette altresi agli studenti di acquisire competenze per comprendere e utilizzare le interdipendenze tra le principali istituzioni dei processi di modernizzazione, con particolare attenzione alle nuove sfide digitali, alla customer e user experience , e una conoscenza approfondita dei linguaggi e dei sistemi semiotici che sono piu rilevanti per il mondo della comunicazione digitale contemporanea e per l'attuale industria culturale.",,historical LM-92 pilot fragment
SF0436,SD0107,paragraph,16,"Il corso di Laurea magistrale in Culture, linguaggi e strategie per la comunicazione nell’era digitale mira a fornire strumenti solidi per inserire i futuri laureati in un quadro di alta professionalità nel campo della comunicazione e a formare esperti in grado di pensare la comunicazione da un punto di vista strategico, saper leggere e interpretare i contesti sociali contemporanei e diagnosticare la comunicazione come problema e risorsa.","il corso di laurea magistrale in culture, linguaggi e strategie per la comunicazione nell’era digitale mira a fornire strumenti solidi per inserire i futuri laureati in un quadro di alta professionalita nel campo della comunicazione e a formare esperti in grado di pensare la comunicazione da un punto di vista strategico, saper leggere e interpretare i contesti sociali contemporanei e diagnosticare la comunicazione come problema e risorsa.",,historical LM-92 pilot fragment
SF0437,SD0107,paragraph,17,"Per essere ammessi al corso di laurea magistrale in Culture, linguaggi e strategie per la comunicazione nell'era digitale occorre essere in possesso di una laurea o del diploma universitario di durata triennale, ovvero di altro titolo di studio conseguito all'estero, riconosciuto idoneo. Sono richiesti i seguenti requisiti curriculari:","per essere ammessi al corso di laurea magistrale in culture, linguaggi e strategie per la comunicazione nell'era digitale occorre essere in possesso di una laurea o del diploma universitario di durata triennale, ovvero di altro titolo di studio conseguito all'estero, riconosciuto idoneo. sono richiesti i seguenti requisiti curriculari:",,historical LM-92 pilot fragment
SF0438,SD0107,paragraph,18,"Avere conseguito la Laurea in una delle seguenti classi : Beni Culturali (L-1); Discipline delle arti figurative, della musica, dello spettacolo e della moda (L-3); Filosofia (L-5); Ingegneria dell’Informazione (L-8); Lettere (L-10); Lingue e culture Moderne (L-11); Mediazione linguistica (L-12); Scienze del turismo (L-15); Scienze della Comunicazione (L-20); Scienze e tecniche psicologiche (L-24); Scienze e tecnologie informatiche (L‐31); Scienze economiche (L-33); Sociologia (L-40).","avere conseguito la laurea in una delle seguenti classi : beni culturali (l-1); discipline delle arti figurative, della musica, dello spettacolo e della moda (l-3); filosofia (l-5); ingegneria dell’informazione (l-8); lettere (l-10); lingue e culture moderne (l-11); mediazione linguistica (l-12); scienze del turismo (l-15); scienze della comunicazione (l-20); scienze e tecniche psicologiche (l-24); scienze e tecnologie informatiche (l‐31); scienze economiche (l-33); sociologia (l-40).",,historical LM-92 pilot fragment
SF0439,SD0107,paragraph,19,"Nel caso in cui il candidato abbia conseguito la laurea in una classe diversa, è richiesto il possesso di almeno 48 CFU nei seguenti Settori Scientifico Disciplinari : INF/01 Informatica - ING-INF/05 - Sistemi di elaborazione delle informazioni; L-ART/04 Museologia e Critica artistica e del restauro; L-ART/05 Discipline dello spettacolo; L-ART/06 Cinema, fotografia e televisione; L-ART/07 Musicologia e storia della musica; L-LIN/01 Glottologia e linguistica; L-LIN/12 - Lingua e traduzione - lingua inglese; M-FIL/04 Estetica; M-FIL/05 Filosofia e teoria dei linguaggi; M-PSI/01 - Psicologia generale; M-PSI/05 - Psicologia sociale; M-STO/04 Storia contemporanea; SPS/07 - Sociologia generale; SPS/08 - Sociologia dei processi culturali e comunicativi; SPS/09 - Sociologia dei processi economici e del lavoro.","nel caso in cui il candidato abbia conseguito la laurea in una classe diversa, e richiesto il possesso di almeno 48 cfu nei seguenti settori scientifico disciplinari : inf/01 informatica - ing-inf/05 - sistemi di elaborazione delle informazioni; l-art/04 museologia e critica artistica e del restauro; l-art/05 discipline dello spettacolo; l-art/06 cinema, fotografia e televisione; l-art/07 musicologia e storia della musica; l-lin/01 glottologia e linguistica; l-lin/12 - lingua e traduzione - lingua inglese; m-fil/04 estetica; m-fil/05 filosofia e teoria dei linguaggi; m-psi/01 - psicologia generale; m-psi/05 - psicologia sociale; m-sto/04 storia contemporanea; sps/07 - sociologia generale; sps/08 - sociologia dei processi culturali e comunicativi; sps/09 - sociologia dei processi economici e del lavoro.",,historical LM-92 pilot fragment
SF0440,SD0107,paragraph,20,Le conoscenze linguistiche risultano funzionali alla comprensione dei contenuti tecnico-specialistici del CdS. Per questo motivo sono richiesti: Almeno 6 CFU nel settore L-LIN/12 lingua e traduzione - lingua inglese o corrispondente attestato di conoscenza della lingua inglese di livello B1.,le conoscenze linguistiche risultano funzionali alla comprensione dei contenuti tecnico-specialistici del cds. per questo motivo sono richiesti: almeno 6 cfu nel settore l-lin/12 lingua e traduzione - lingua inglese o corrispondente attestato di conoscenza della lingua inglese di livello b1.,,historical LM-92 pilot fragment
SF0441,SD0108,title,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO - Corsi di Laurea,linguaggi della comunicazione e dello spettacolo - corsi di laurea,,historical LM-92 pilot fragment
SF0442,SD0108,heading,2,Gestione del consenso sui cookie,gestione del consenso sui cookie,,historical LM-92 pilot fragment
SF0443,SD0108,paragraph,3,[[ cds.CourseTypeDescription ]] interclasse - [[ joint.name ]] in,[[ cds.coursetypedescription ]] interclasse - [[ joint.name ]] in,,historical LM-92 pilot fragment
SF0444,SD0108,paragraph,4,[[ cds.CdSName ]],[[ cds.cdsname ]],,historical LM-92 pilot fragment
SF0445,SD0108,paragraph,5,[[ cds.CourseClassCod ]] /[[ cds.CourseInterClassCod ]] / Cod. [[ cds.CdSCod ]],[[ cds.courseclasscod ]] /[[ cds.courseinterclasscod ]] / cod. [[ cds.cdscod ]],,historical LM-92 pilot fragment
SF0446,SD0108,paragraph,6,[[ fixed_cds.CourseTypeDescription ]] interclasse - [[ joint.name ]] in,[[ fixed_cds.coursetypedescription ]] interclasse - [[ joint.name ]] in,,historical LM-92 pilot fragment
SF0447,SD0108,paragraph,7,[[ fixed_cds.CdSName ]],[[ fixed_cds.cdsname ]],,historical LM-92 pilot fragment
SF0448,SD0108,paragraph,8,[[ fixed_cds.CourseClassCod ]] /[[ fixed_cds.CourseInterClassCod ]] / Cod. [[ fixed_cds.CdSCod ]],[[ fixed_cds.courseclasscod ]] /[[ fixed_cds.courseinterclasscod ]] / cod. [[ fixed_cds.cdscod ]],,historical LM-92 pilot fragment
SF0449,SD0108,paragraph,9,[[ slide.SliderDescription ]],[[ slide.sliderdescription ]],,historical LM-92 pilot fragment
SF0450,SD0108,paragraph,10,Il corso in sintesi,il corso in sintesi,,historical LM-92 pilot fragment
SF0451,SD0108,paragraph,11,[[ slide.SliderDescription ]],[[ slide.sliderdescription ]],,historical LM-92 pilot fragment
SF0452,SD0108,paragraph,12,Il corso in sintesi,il corso in sintesi,,historical LM-92 pilot fragment
SF0453,SD0108,paragraph,13,[[ CdsName ]],[[ cdsname ]],,historical LM-92 pilot fragment
SF0454,SD0108,paragraph,14,Il corso in sintesi,il corso in sintesi,,historical LM-92 pilot fragment
SF0455,SD0108,paragraph,15,[[ CdsName ]],[[ cdsname ]],,historical LM-92 pilot fragment
SF0456,SD0108,paragraph,16,Il corso in sintesi,il corso in sintesi,,historical LM-92 pilot fragment
SF0457,SD0108,paragraph,17,Vai a tutte le notizie,vai a tutte le notizie,,historical LM-92 pilot fragment
SF0458,SD0108,paragraph,18,per accedere alla versione precedente del sito,per accedere alla versione precedente del sito,,historical LM-92 pilot fragment
SF0459,SD0108,paragraph,19,Vai a tutti gli avvisi,vai a tutti gli avvisi,,historical LM-92 pilot fragment
SF0460,SD0108,paragraph,20,Via Pietro Bucci 87036 Rende CS Posta certificata C.F. 80003950781 / P.I. 00419160783,via pietro bucci 87036 rende cs posta certificata c.f. 80003950781 / p.i. 00419160783,,historical LM-92 pilot fragment
SF0461,SD0109,title,1,Corsi di Studio | Unina.it,corsi di studio | unina.it,,historical LM-92 pilot fragment
SF0462,SD0110,title,1,Valorizzazione del Patrimonio Culturale Materiale e Immateriale | UniBG,valorizzazione del patrimonio culturale materiale e immateriale | unibg,,historical LM-92 pilot fragment
SF0463,SD0110,heading,2,Menu top,menu top,,historical LM-92 pilot fragment
SF0464,SD0110,heading,3,Form di ricerca,form di ricerca,,historical LM-92 pilot fragment
SF0465,SD0110,heading,4,Form di ricerca,form di ricerca,,historical LM-92 pilot fragment
SF0466,SD0110,heading,5,Scegliere,scegliere,,historical LM-92 pilot fragment
SF0467,SD0110,paragraph,6,"Il corso di laurea magistrale in Valorizzazione del patrimonio culturale materiale e immateriale (classi LM5-LM92), attraverso un approccio innovativo alla didattica, forma figure professionali specializzate nella valorizzazione dell’intera gamma dei beni culturali, dalla loro analisi scientifica alla loro comunicazione al pubblico attraverso le tecnologie digitali, con una speciale attenzione per il settore dei beni archivistici e librari, come elemento cardine della memoria delle comunità e punto d’accesso alla conoscenza del patrimonio culturale materiale e immateriale.","il corso di laurea magistrale in valorizzazione del patrimonio culturale materiale e immateriale (classi lm5-lm92), attraverso un approccio innovativo alla didattica, forma figure professionali specializzate nella valorizzazione dell’intera gamma dei beni culturali, dalla loro analisi scientifica alla loro comunicazione al pubblico attraverso le tecnologie digitali, con una speciale attenzione per il settore dei beni archivistici e librari, come elemento cardine della memoria delle comunita e punto d’accesso alla conoscenza del patrimonio culturale materiale e immateriale.",,historical LM-92 pilot fragment
SF0468,SD0110,paragraph,7,"Ascolta la presentazione del Corso in ""Un corso di laurea, cinque parole chiave, 50 secondi"" (a cura di UniBg OnAir )","ascolta la presentazione del corso in ""un corso di laurea, cinque parole chiave, 50 secondi"" (a cura di unibg onair )",,historical LM-92 pilot fragment
SF0469,SD0110,paragraph,8,"Presidente del corso: prof.ssa Cecilia Nobili Referente per l'orientamento: prof. Federico Zoni Corso di laurea magistrale : Valorizzazione del patrimonio culturale materiale e immateriale Classi di laurea : LM5-LM92, Archivistica e biblioteconomia - Teoria della comunicazione Crediti : 120","presidente del corso: prof.ssa cecilia nobili referente per l'orientamento: prof. federico zoni corso di laurea magistrale : valorizzazione del patrimonio culturale materiale e immateriale classi di laurea : lm5-lm92, archivistica e biblioteconomia - teoria della comunicazione crediti : 120",,historical LM-92 pilot fragment
SF0470,SD0110,paragraph,9,Non sono presenti news e appuntamenti,non sono presenti news e appuntamenti,,historical LM-92 pilot fragment
SF0471,SD0110,paragraph,10,Non ci sono avvisi per il corso di laurea.,non ci sono avvisi per il corso di laurea.,,historical LM-92 pilot fragment
SF0472,SD0110,list_item,11,Il corso Scegliere Piano di studio Requisiti di accesso Obiettivi e figure professionali Partner del corso Statistiche del corso Organizzazione e Assicurazione Qualità,il corso scegliere piano di studio requisiti di accesso obiettivi e figure professionali partner del corso statistiche del corso organizzazione e assicurazione qualita,,historical LM-92 pilot fragment
SF0473,SD0110,list_item,12,Scegliere Piano di studio Requisiti di accesso Obiettivi e figure professionali Partner del corso Statistiche del corso Organizzazione e Assicurazione Qualità,scegliere piano di studio requisiti di accesso obiettivi e figure professionali partner del corso statistiche del corso organizzazione e assicurazione qualita,,historical LM-92 pilot fragment
SF0474,SD0110,list_item,13,Scegliere,scegliere,,historical LM-92 pilot fragment
SF0475,SD0110,list_item,14,Piano di studio,piano di studio,,historical LM-92 pilot fragment
SF0476,SD0110,list_item,15,Requisiti di accesso,requisiti di accesso,,historical LM-92 pilot fragment
SF0477,SD0110,list_item,16,Obiettivi e figure professionali,obiettivi e figure professionali,,historical LM-92 pilot fragment
SF0478,SD0110,list_item,17,Partner del corso,partner del corso,,historical LM-92 pilot fragment
SF0479,SD0110,list_item,18,Statistiche del corso,statistiche del corso,,historical LM-92 pilot fragment
SF0480,SD0110,list_item,19,Organizzazione e Assicurazione Qualità,organizzazione e assicurazione qualita,,historical LM-92 pilot fragment
SF0481,SD0110,list_item,20,Studiare Insegnamenti attivi Docenti Calendario didattico e appelli Orario lezioni Riconoscimento certificazioni Project work Laboratori Tirocinio,studiare insegnamenti attivi docenti calendario didattico e appelli orario lezioni riconoscimento certificazioni project work laboratori tirocinio,,historical LM-92 pilot fragment
SF0482,SD0110,list_item,21,Insegnamenti attivi Docenti Calendario didattico e appelli Orario lezioni Riconoscimento certificazioni Project work Laboratori Tirocinio,insegnamenti attivi docenti calendario didattico e appelli orario lezioni riconoscimento certificazioni project work laboratori tirocinio,,historical LM-92 pilot fragment
SF0483,SD0110,list_item,22,Insegnamenti attivi,insegnamenti attivi,,historical LM-92 pilot fragment
SF0484,SD0110,list_item,23,Docenti,docenti,,historical LM-92 pilot fragment
SF0485,SD0110,list_item,24,Calendario didattico e appelli,calendario didattico e appelli,,historical LM-92 pilot fragment
